dataset,filename,category_id,category,overall_score,background_cleanliness,text_watermark_score,product_prominence,commercial_appeal,bg_class,needs_bg_replacement,reason
ecommerce118k,6489a3ddf0307e7667b10265044f3e63.jpg,20,chair,8.0,9,10,8,5,plain,False,"The product is set against a plain, slightly off-white background."
ecommerce118k,6258085957096fdb8f3efc5eface38d1.jpg,20,chair,4.25,4,2,8,3,plain,True,"The image is heavily cluttered with distracting watermarks and URLs, significantly reducing its commercial appeal."
ecommerce118k,ed1dfc578b06beddaed210241ef370fa.jpg,20,chair,7.5,6,10,8,6,lifestyle,False,"The product is set against a wall with a geometric triangle pattern and a framed print, with a rug and hat on the floor."
ecommerce118k,51550689d464ecd672f2677b0d4da8c5.jpg,20,chair,8.75,10,10,9,6,plain,False,The product is set against a completely white background.
ecommerce118k,00af214bd7e0ba7758ce86ba753602d2.jpg,20,chair,6.25,9,2,8,6,plain,False,The large text overlays and watermarks significantly detract from the product's presentation.
ecommerce118k,65c1bf948c5762de2ddda37fb6ea3a83.jpg,20,chair,7.5,6,10,8,6,lifestyle,False,"The product is staged in a bedroom setting with a bed, bedside table, and window in the background."
ecommerce118k,4ddc07c5805df7b611429607ea5409f7.jpg,20,chair,8.25,8,10,9,6,plain,False,The product is set against a wood-grain patterned surface.
ecommerce118k,574b3e972c266409044f50f87cf64caa.jpg,20,chair,6.5,9,3,8,6,plain,False,"The image is significantly degraded by the large, distracting watermark."
ecommerce118k,39330fe1d8906f7f13b0d4b4c496d688.jpg,20,chair,7.75,9,10,7,5,plain,False,The product is set against a plain white background with visible floor tiling at the bottom edge.
ecommerce118k,eb4d9560cede3cc03734a1dff59cbf4d.jpg,20,chair,3.5,3,1,7,3,cluttered,True,"The image is heavily cluttered with excessive text overlays and a distracting background, significantly reducing its commercial appeal."
ecommerce118k,f4355040483708f7dd2eca5f0fbc8379.jpg,21,sports,6.0,10,1,8,5,plain,False,"The image is heavily overlaid with promotional text and branding, reducing its commercial appeal."
ecommerce118k,1ffe14bc9cc9b6be55ab23fdac5a171a.jpg,21,sports,4.0,3,2,7,4,cluttered,True,"The image is heavily cluttered with promotional text and logos, significantly detracting from the product."
ecommerce118k,0fc1a1e894b6e47548003a01e2fad277.jpg,21,sports,5.75,3,10,7,4,cluttered,True,The cluttered and distracting background detracts from the product and reduces its commercial appeal.
ecommerce118k,236b02f911bc010688cb280f56384eea.jpg,21,sports,5.5,3,8,7,4,cluttered,True,The cluttered background distracts from the product and reduces its commercial appeal.
ecommerce118k,7e9c8e111d969b3233276d13c0924057.jpg,21,sports,7.0,9,3,9,7,plain,False,The product is set against a plain white background with a logo in the bottom left corner.
ecommerce118k,0ef9d1b3afcca63b27aa6682006bc3b1.jpg,21,sports,5.75,10,1,8,4,plain,False,The image is significantly degraded by large promotional text overlaid on the product packaging.
ecommerce118k,591603b1e99b707c08cabaec64788d93.jpg,21,sports,8.0,7,10,9,6,plain,False,"The product is placed on a textured, light-coloured surface that appears to be a table or countertop."
ecommerce118k,ce81da40e484d696b714f79c515d5f35.jpg,21,sports,5.0,7,1,8,4,plain,False,The large price tag and promotional text overlaid on the product significantly reduce purchase confidence.
ecommerce118k,950a6ce97395fe071817ece169f86f60.jpg,21,sports,4.5,7,1,6,4,plain,False,"The image is heavily overlaid with text and branding, reducing its commercial appeal."
ecommerce118k,68a08c7cae9c7810b3c6abebfe483b51.jpg,21,sports,6.5,10,1,9,6,plain,False,"The image is significantly marred by large, distracting text overlays."
ecommerce118k,6094eeb3e6563696d0c65ab151221d67.jpg,21,sports,6.25,8,2,9,6,plain,False,"The image is heavily overlaid with promotional text and branding, reducing its visual appeal."
ecommerce118k,305c688e42a53f32adea51d4ee639e69.jpg,21,sports,6.0,10,1,8,5,plain,False,"The image is heavily overlaid with promotional text and branding, reducing its commercial appeal."
ecommerce118k,fe3daf45a1d5d7935a8e07b4d302c6f8.jpg,21,sports,6.0,10,1,9,4,plain,False,"The image is significantly degraded by large, distracting text overlays."
ecommerce118k,0e63a2338dcdc35e1a62011ff325fc11.jpg,21,sports,7.0,6,8,8,6,lifestyle,false,The product is placed on a bright green artificial turf background.
ecommerce118k,b7b03f4f1501ab71f2be4ef39b4092f5.jpg,21,sports,8.75,10,10,9,7,plain,False,"The product is set against a plain, light grey background."
ecommerce118k,463227ace64f7c198f8af88ea1da8a9e.jpg,21,sports,5.75,3,10,7,4,cluttered,True,The distracting and unusual background detracts from the product and reduces its commercial appeal.
ecommerce118k,9fbf9b6a2b5c21214134b15f7d80104b.jpg,21,sports,7.5,10,5,9,6,plain,False,The product is set against a completely white background with a faint grid pattern and a large tennis ball graphic.
ecommerce118k,30b21c6a66931917975d74f6c963c702.jpg,21,sports,4.0,3,3,6,4,cluttered,True,The cluttered background and watermark significantly detract from the product and reduce purchase confidence.
ecommerce118k,a4d8da29127855fd33a4fc0f9aab2d6b.jpg,21,sports,3.25,2,1,7,3,cluttered,True,The cluttered background and excessive text significantly detract from the product and reduce purchase confidence.
ecommerce118k,fb0a51389517b97a9274bef8c2e55cf5.jpg,21,sports,7.0,8,5,9,6,plain,False,The product is set against a textured grey gradient background with a subtle checkered pattern.
ecommerce118k,981275f3a3b2c23b2cd0ed6a823a200e.jpg,21,sports,6.5,10,1,9,6,plain,False,The large promotional text and packaging details overlaid on the product significantly detract from its presentation.
ecommerce118k,e7d3e7640aeca7208abaf9d72bbb6a0a.jpg,21,sports,3.0,2,1,6,3,cluttered,True,The image is severely cluttered with a distracting retail environment and large promotional text overlays.
ecommerce118k,d9912aa3f71b5edb92557dae5f5ee58f.jpg,21,sports,8.75,9,10,9,7,plain,False,The product is set against a gradient white to grey background with a subtle shadow.
ecommerce118k,19b5bd9b2d26747fe73ab176c8ea51ee.jpg,21,sports,6.5,10,1,10,5,plain,False,"The image is heavily overlaid with text and branding, reducing its commercial appeal."
ecommerce118k,2d18bd114f002796b793de9b9d57a7cc.jpg,21,sports,5.5,9,1,8,4,plain,False,"The large, distracting watermarks significantly reduce purchase confidence."
ecommerce118k,8127596a1501473654414e5dfc3aef2a.jpg,21,sports,7.5,8,10,7,5,plain,False,The product is displayed against a speckled grey surface.
ecommerce118k,9b5d1623e23ed08b57470b95b749d551.jpg,21,sports,5.75,3,10,7,4,cluttered,True,The cluttered and distracting background significantly detracts from the product's presentation.
ecommerce118k,5c6af0b119348fae0557f27024ae01dc.jpg,21,sports,8.75,10,10,9,7,plain,False,The product is set against a gradient grey background.
ecommerce118k,f10b42eaea49bc9f3f98bbbaa6f2a72e.jpg,21,sports,8.75,10,10,9,7,plain,False,The product is set against a completely white background.
ecommerce118k,3ff988c21560de19ef262c9103e1ed81.jpg,21,sports,5.5,3,8,7,4,cluttered,True,The cluttered and distracting background significantly reduces the image's commercial appeal and purchase confidence.
ecommerce118k,70821b3fb149f975efa92d157ce08cba.jpg,21,sports,6.5,10,1,9,6,plain,False,"The image is significantly detracted by the large, distracting text overlays."
ecommerce118k,49952f5f0ba2780e6635a982632b5cf0.jpg,21,sports,7.5,8,9,7,6,plain,False,"The product is laid on a slightly textured, off-white surface."
ecommerce118k,b2d6fd20ff73aea028332402ccf8d0f9.jpg,21,sports,8.75,10,10,9,7,plain,False,The product is set against a gradient white to grey background.
ecommerce118k,0741e8f49273a55c369879b14c51bc05.jpg,21,sports,4.0,3,2,7,4,cluttered,True,The large text overlay and cluttered background significantly detract from the product's presentation.
ecommerce118k,c7af6bf26abb6ea8d92bdc2d59ff9a26.jpg,21,sports,6.25,3,10,7,5,cluttered,True,The cluttered retail background distracts from the product and reduces its commercial appeal.
ecommerce118k,59e0cd69d249e851ba39b47777493e88.jpg,21,sports,5.75,8,2,9,4,plain,False,"The image is significantly degraded by large, distracting seller text and badges."
ecommerce118k,ebfb5739452801a9ce52d734a1997ffe.jpg,21,sports,8.0,10,5,10,7,plain,False,The product is displayed on a plain white background.
ecommerce118k,02a4a5cbf416cef30dcfda59745b226b.jpg,21,sports,8.75,10,10,9,7,plain,False,The product is displayed on a plain white background with a subtle shadow.
ecommerce118k,93385fe0c3957a90ea2427eb33c00424.jpg,21,sports,6.0,8,1,9,6,plain,False,The large text overlay significantly detracts from the product's presentation and reduces purchase confidence.
ecommerce118k,2d3f1f6e8bfcc45f8dc062a8e67d385b.jpg,21,sports,7.0,6,8,8,6,lifestyle,False,The product is placed on a bright green artificial turf surface.
ecommerce118k,d7f8fdaf297d40f864ad6645e45bf2ad.jpg,21,sports,5.5,6,3,8,5,lifestyle,False,The prominent watermark and slightly low commercial appeal detract from the product's presentation.
ecommerce118k,6fe2c4e68d7905851de2b1204a75fdf7.jpg,21,sports,3.5,3,2,6,3,cluttered,True,"The image suffers from a distracting background and excessive text overlays, reducing purchase confidence."
ecommerce118k,b8bc3b52ff214f9b6ece6d28daf9b5df.jpg,21,sports,6.0,7,3,8,6,plain,False,The image contains significant seller-added text overlays that detract from the product.
ecommerce118k,c1bec90c835c432a42be3160a3c09711.jpg,21,sports,4.0,2,3,7,4,cluttered,True,The cluttered background and watermark significantly detract from the product and reduce purchase confidence.
ecommerce118k,cbee2a6857cf404f760ed20cf74359ec.jpg,21,sports,6.0,10,1,9,4,plain,False,"The image is heavily overlaid with seller-added text and price tags, reducing its commercial appeal."
ecommerce118k,3c2f51e8f434a16a3b8bec22b2b056b5.jpg,21,sports,5.75,10,1,8,4,plain,False,The image is heavily overlaid with distracting seller-added text and watermarks.
ecommerce118k,1f8378c889f79366554bf3db44919ada.jpg,21,sports,5.5,9,1,7,5,plain,False,The large price tag/sticker on the handle significantly detracts from the product's appearance.
ecommerce118k,930ab024f87e2692e79251a57355b07e.jpg,21,sports,6.0,10,1,9,4,plain,False,"The image is heavily cluttered with text and promotional elements overlaid on the product, reducing its commercial appeal."
ecommerce118k,682f2db10e86ceb062b1d49ea87dd8e0.jpg,21,sports,5.75,3,8,7,5,cluttered,True,The cluttered background distracts from the product and reduces its visual appeal.
ecommerce118k,afcca3127e2b85a0b3eba8e5bd32867f.jpg,21,sports,6.25,9,3,8,5,plain,False,The image is significantly degraded by the large amount of text and branding overlaid on the product itself.
ecommerce118k,919d74cb4acb375db2c708b57bff7f4b.jpg,21,sports,5.75,2,10,7,4,cluttered,True,The cluttered retail background significantly distracts from the product and reduces purchase confidence.
ecommerce118k,d041a00a351a84ebc7a8b8f667d0745b.jpg,21,sports,5.0,7,1,8,4,plain,False,"The image is significantly detracted by the large, repetitive text overlays on each product."
ecommerce118k,ecaba028f0ee244cd11c9980e3467538.jpg,21,sports,4.25,2,10,6,3,cluttered,True,The cluttered retail background distracts from the product and reduces purchase confidence.
ecommerce118k,480285eba03075e6e6f71efdcb561d82.jpg,21,sports,8.75,10,10,9,7,plain,False,The product is set against a plain white background.
ecommerce118k,f30161ff3c27a8d0aa4206bdf49b194b.jpg,21,sports,5.0,6,2,8,4,plain,False,The large promotional text and watermarks significantly detract from the product and reduce purchase confidence.
ecommerce118k,17d703f8eb11b0e459e64df882c208c1.jpg,21,sports,8.25,9,10,8,6,plain,False,"The product is set against a plain, slightly off-white background."
ecommerce118k,2286bd32215052183e0fe5a8949d1d42.jpg,21,sports,5.0,6,2,8,4,plain,False,The image is significantly detracted by large promotional text and watermarks.
ecommerce118k,aac0768ca83b044e03ae609a14a7aa34.jpg,21,sports,3.75,3,10,8,4,cluttered,True,The distracting and busy background significantly detracts from the product and lowers the overall commercial appeal.
ecommerce118k,c40b3d5bb73715760647870d1c89f60d.jpg,21,sports,3.5,3,1,7,3,cluttered,True,"The image is heavily marred by large, distracting text overlays and a cluttered background."
ecommerce118k,bf2c82e6403c5a1cb0e5f84bff1b0116.jpg,21,sports,3.75,3,2,7,3,cluttered,True,"The image is heavily cluttered with distracting text overlays and a busy background, significantly reducing its commercial appeal."
ecommerce118k,98af73e1f5dc60d4d241f943881dfc1a.jpg,22,sports and outdoors,5.25,7,1,9,4,plain,False,"The image contains a distracting notification message and the overall aesthetic is unpolished, reducing purchase confidence."
ecommerce118k,764e2e098c650ee62e6e459bdb159022.jpg,22,sports and outdoors,3.25,2,1,7,3,cluttered,True,The cluttered and distracting background significantly reduces the product's visibility and commercial appeal.
ecommerce118k,e464c64a1a6fb810fa206cdd8955b436.jpg,22,sports and outdoors,6.25,9,2,8,6,plain,False,"The large, repetitive brand name text overlays significantly detract from the product's presentation."
ecommerce118k,72c3a23bcb1786d4d5a0f50ff69ebc16.jpg,22,sports and outdoors,8.5,8,10,9,7,plain,False,"The background appears to be a blurred, reflective surface resembling a wet pavement or polished floor."
ecommerce118k,e17a359238eb1342cc79c61fc918e75b.jpg,22,sports and outdoors,7.5,10,5,9,6,plain,False,The product is set against a plain white background with a slight shadow underneath.
ecommerce118k,57cd7fb3ed12fdcda330bc71fb835727.jpg,22,sports and outdoors,8.5,8,10,9,7,plain,False,The product is set against a grey concrete-like surface with a subtle star pattern.
ecommerce118k,9fe6488813e718ed9502893f55b12cdc.jpg,22,sports and outdoors,8.5,9,10,8,7,plain,False,The background is a plain white surface with a slight gradient and four smaller inset images of the helmet.
ecommerce118k,8d94eaa4ff049432a994b252f87ea783.jpg,22,sports and outdoors,8.75,10,10,9,7,plain,False,The product is set against a completely plain white background.
ecommerce118k,862145e4f15e6b143801743e4444d487.jpg,22,sports and outdoors,6.0,10,1,8,5,plain,False,The image is significantly degraded by the large promotional text and packaging details overlaid on the product.
ecommerce118k,f368f23c2304cf7b4b8e777a6350f4c8.jpg,22,sports and outdoors,4.0,3,2,7,4,cluttered,True,The cluttered background and large watermark significantly detract from the product and reduce purchase confidence.
ecommerce118k,ef0d87a61c8e20bed9e15e5a819a99be.jpg,22,sports and outdoors,2.75,2,1,6,2,cluttered,True,"The image is heavily cluttered with distracting text overlays and a messy background, significantly reducing purchase confidence."
ecommerce118k,ca531e1a4c3eec433fc90c63a90e3b38.jpg,22,sports and outdoors,8.75,10,10,9,7,plain,False,The product is set against a plain white background.
ecommerce118k,87ffcc037796c530395e78b0c7d2fe63.jpg,22,sports and outdoors,5.0,6,2,8,4,plain,False,"The large, intrusive watermark significantly detracts from the product's presentation and reduces purchase confidence."
ecommerce118k,27ec353e713832ea4862d769027516f7.jpg,22,sports and outdoors,6.75,4,10,8,5,cluttered,True,The cluttered background with the visible cardboard box distracts from the product and lowers the overall image quality.
ecommerce118k,6c06b9fd82fd615433d09d1a3e67d270.jpg,22,sports and outdoors,6.25,9,1,9,6,plain,False,"The large, distracting watermark significantly reduces purchase confidence."
ecommerce118k,a9a3f2b89b50c6254a1f33f9e4bf9936.jpg,22,sports and outdoors,6.25,3,10,7,5,cluttered,True,The cluttered background distracts from the product and reduces its commercial appeal.
ecommerce118k,eeeed6228c7210838f3e07c41dc5b64e.jpg,22,sports and outdoors,6.5,8,3,9,6,plain,False,The image is significantly degraded by the large watermark and the collage of lower-quality images.
ecommerce118k,240cf9d022bffda8f7fd285b60596356.jpg,22,sports and outdoors,9.25,10,10,9,8,plain,False,"The product is set against a plain, off-white background."
ecommerce118k,c274fc23546b253ffa2e5eae87e3f98b.jpg,22,sports and outdoors,8.75,10,10,9,7,plain,False,The background is a plain white gradient.
ecommerce118k,2dc6043cd1e10ee2f74d76a0595fc443.jpg,22,sports and outdoors,8.75,10,10,9,7,plain,False,The background is a plain white surface with a grid layout displaying the product in multiple colours.
ecommerce118k,c8425654c4c84327f8765386cf98328c.jpg,22,sports and outdoors,4.0,3,2,7,4,cluttered,True,The cluttered outdoor background and large watermarks significantly detract from the product and reduce purchase confidence.
ecommerce118k,5b7a65894dbcf116db5c426047ff75ab.jpg,22,sports and outdoors,6.75,10,3,8,6,plain,False,The background is a plain white surface with a grid-like arrangement of the product in various colors.
ecommerce118k,0397afba547db6c436f9551d77462743.jpg,22,sports and outdoors,9.25,10,10,9,8,plain,False,The product is set against a plain white background with a subtle shadow.
ecommerce118k,d69ab0465fa3ce869eab560f9fd3b349.jpg,22,sports and outdoors,5.75,3,10,7,4,cluttered,True,The tiled floor background is distracting and detracts from the product's presentation.
ecommerce118k,e499238dd4cdc94843730a510ee1f933.jpg,22,sports and outdoors,5.75,8,2,9,4,plain,False,"The large, distracting watermark significantly reduces purchase confidence."
ecommerce118k,a33fc768b753c645c0d1b9f96a6ee8a1.jpg,22,sports and outdoors,7.5,6,10,8,6,plain,False,"The background is a plain, off-white wall meeting a cardboard floor, with some dust or debris visible."
ecommerce118k,63243a8606a41ef309e75549ffdf01c3.jpg,22,sports and outdoors,5.0,6,2,8,4,plain,False,The large and distracting text overlays significantly reduce the image's commercial appeal.
ecommerce118k,6ae662e6d1f547481cce23dee13f1a9d.jpg,22,sports and outdoors,4.0,3,2,7,4,cluttered,True,The cluttered background and prominent text overlay significantly detract from the product's presentation.
ecommerce118k,8a7a0cb46af10bd7c8d221186eb0c44e.jpg,22,sports and outdoors,8.75,10,10,9,7,plain,False,The product is set against a gradient grey background that fades from light to dark.
ecommerce118k,40d0bcbcef4b957559550216537e0107.jpg,22,sports and outdoors,7.25,7,10,9,6,plain,False,"The background appears to be a grey, textured surface resembling a wall or backdrop, with some visible floor at the bottom."
ecommerce118k,95a4d95a64cb24ac34056a15177143ad.jpg,22,sports and outdoors,8.25,9,10,8,6,plain,False,"The background is a plain, slightly off-white colour."
ecommerce118k,ad228d98d64a3c71122e719a8b7e4cad.jpg,22,sports and outdoors,6.5,9,2,9,6,plain,False,The distracting text overlay significantly reduces the image's professional quality.
ecommerce118k,7433b4c1346ee81baf277042907efd1e.jpg,22,sports and outdoors,5.0,6,2,8,4,plain,False,The large watermark significantly detracts from the product and reduces purchase confidence.
ecommerce118k,6943a601d65d8b3a288728afd99dd2e4.jpg,22,sports and outdoors,7.0,8,10,6,4,plain,False,"The background appears to be a grey surface, possibly a tabletop or display stand."
ecommerce118k,3fb51c54a40c853e101a244ab5283b4f.jpg,22,sports and outdoors,8.75,10,10,9,7,plain,False,The background is a gradient of white to light grey.
ecommerce118k,5a6b83a19a0d3287d69695d4c794cfb9.jpg,22,sports and outdoors,3.25,2,1,7,3,cluttered,True,"The image is overwhelmed with distracting promotional text and badges, significantly reducing its commercial appeal."
ecommerce118k,f94282abbeaf8bdc5003362f86bf6f52.jpg,22,sports and outdoors,7.25,7,10,7,5,plain,False,"The product is displayed on a reflective glass shelf against a plain, light grey wall."
ecommerce118k,a5d78d0345bc19281eee578d61953849.jpg,22,sports and outdoors,7.75,7,10,8,6,plain,False,The product is placed on a white surface with a slightly wrinkled white fabric backdrop.
ecommerce118k,361e7a6a9034e60cc2361766b7eaa51d.jpg,22,sports and outdoors,4.75,6,1,8,4,plain,false,"The large, distracting text overlay significantly reduces purchase confidence."
ecommerce118k,74e88008da6ff760b67508acb062cd09.jpg,22,sports and outdoors,6.25,4,10,8,6,cluttered,True,The cluttered brick background distracts from the helmet and reduces the image's professional appeal.
ecommerce118k,a8db5d6f36576b7793dbc4f64724e01e.jpg,22,sports and outdoors,8.5,10,10,9,7,plain,False,The product is set against a plain white background with a subtle gradient shadow.
ecommerce118k,44938fc26226c552a51e797ec8d2b017.jpg,22,sports and outdoors,7.5,6,10,9,5,plain,False,"The background is a light grey surface with a repeating, faint, illegible text pattern."
ecommerce118k,62aded626febb7ea92a7a844f9629274.jpg,22,sports and outdoors,5.0,4,3,8,5,cluttered,True,The cluttered background and prominent text overlays detract from the product and reduce its commercial appeal.
ecommerce118k,c2b7dcfe1409c1424d67d11390b6770a.jpg,22,sports and outdoors,8.5,10,10,8,6,plain,False,The product is presented on a completely white background with a subtle shadow.
ecommerce118k,97ea9655b12af19d4d78a1b0f94aa12f.jpg,22,sports and outdoors,8.5,8,10,9,7,plain,False,"The product is set against a slightly textured, off-white background."
ecommerce118k,6900614e9738bbf75113acbf7a48ffa5.jpg,22,sports and outdoors,8.75,10,10,9,7,plain,False,The product is set against a completely white background.
ecommerce118k,ce11ef6243339c01b1d1ccf8812a9574.jpg,22,sports and outdoors,6.25,4,10,7,4,cluttered,True,"The tiled floor background is distracting and unprofessional, reducing purchase confidence."
ecommerce118k,07c9aaf17e9627dd8c7b354072ff78b6.jpg,22,sports and outdoors,8.25,8,10,9,6,plain,False,"The background is a plain, light grey wall with some visible texture and slight shadows."
ecommerce118k,e266322911a0cac7550021602aa68997.jpg,22,sports and outdoors,5.75,3,10,7,4,cluttered,True,The cluttered and distracting background significantly detracts from the product's presentation.
ecommerce118k,1e9e51634e817041820805d9a72b3a05.jpg,22,sports and outdoors,8.75,10,10,9,7,plain,False,The product is presented on a completely white background.
ecommerce118k,c0f35663379257892e776e5e81f444f1.jpg,22,sports and outdoors,6.5,10,1,9,6,plain,False,The large logo watermark significantly detracts from the image's professional appearance.
ecommerce118k,a567a208322f507b03d45a36f944e203.jpg,22,sports and outdoors,6.75,4,10,8,5,cluttered,True,The cluttered and unappealing background detracts from the product and reduces purchase confidence.
ecommerce118k,a5ae694217f24e6387224a24b952edf5.jpg,22,sports and outdoors,9.25,10,10,9,8,plain,False,"The background is a gradient from light grey to white, appearing clean and seamless."
ecommerce118k,7897f2acd071fdee054a403b507aafe9.jpg,22,sports and outdoors,7.75,7,10,8,6,plain,False,"The product is set against a solid, light blue background with some minor dust or imperfections visible."
ecommerce118k,45229e0a796680a9938100a4b7e070de.jpg,22,sports and outdoors,8.75,10,10,9,7,plain,False,"The background is a plain, slightly desaturated light blue colour."
ecommerce118k,282ca2cb62eb90d4aeeac1de79f3a126.jpg,22,sports and outdoors,5.0,8,1,7,4,plain,False,"The image is heavily marred by large promotional text and watermarks, reducing purchase confidence."
ecommerce118k,613b27ebd67c27abc094f410c8ad7471.jpg,22,sports and outdoors,4.0,3,2,7,4,cluttered,True,The cluttered background and prominent text overlays significantly detract from the product's presentation.
ecommerce118k,3784811375c7f53228dff83380675ca6.jpg,22,sports and outdoors,6.0,8,2,9,5,plain,False,"The image is heavily overlaid with seller branding and promotional text, reducing its commercial appeal."
ecommerce118k,43f60a12596deb4c6d89ec65d4ffdf7a.jpg,22,sports and outdoors,5.75,10,1,8,4,plain,False,"The image is heavily cluttered with seller-added text and feature callouts, significantly reducing its commercial appeal."
ecommerce118k,5f7c393ac2ae9b136d57451942b747c6.jpg,22,sports and outdoors,8.25,8,10,9,6,plain,False,"The background is a blurry, indistinct white surface."
ecommerce118k,9f2c040ee98bbe6d6d97aad727592378.jpg,23,gloves,5.75,3,10,7,4,cluttered,True,The cluttered background and poor lighting detract from the product and reduce purchase confidence.
ecommerce118k,0c3c877b8288e2c49bcd25063eb47c2d.jpg,23,gloves,6.75,4,10,8,6,cluttered,True,The busy checkered background distracts from the gloves and reduces their visual impact.
ecommerce118k,53543a0607c29423872f6bd1eba32aec.jpg,23,gloves,6.25,7,3,9,6,plain,False,The background is a plain white surface with a circular cutout showing a person's abdomen with a similar belly button ring.
ecommerce118k,82aef2e3c4f66ffcae514a9846dac507.jpg,23,gloves,3.25,2,1,7,3,cluttered,True,"The image is severely hampered by a large, distracting watermark and promotional text."
ecommerce118k,79eae56ce621a059cb17750ca333fc1a.jpg,23,gloves,5.75,7,2,9,5,plain,False,"The image is significantly marred by large, distracting watermarks and seller text."
ecommerce118k,26ddec35321feb47e8c37b74cc3a0716.jpg,23,gloves,4.25,3,2,8,4,lifestyle,True,The distracting and potentially off-putting lifestyle background and large watermark significantly reduce purchase confidence.
ecommerce118k,f4119cd78ca8cc6c12884005e5ab4ac2.jpg,23,gloves,8.75,10,10,9,6,plain,False,The product is displayed on a completely white background.
ecommerce118k,db40c6daee77aef932f3451bc0681d13.jpg,23,gloves,6.0,10,1,8,5,plain,False,"The large, distracting watermark significantly reduces the image's professional quality."
ecommerce118k,115b18bdb6a369722d720a953f1ef3b4.jpg,23,gloves,6.5,9,3,8,6,plain,False,The prominent text overlay detracts from the product and reduces the image's professional appeal.
ecommerce118k,080f5d29f3fb151e6c5ad8a39621d6cd.jpg,23,gloves,3.75,3,2,6,4,cluttered,True,"The image is heavily cluttered with promotional text and multiple product images, reducing clarity and commercial appeal."
ecommerce118k,30f36c96eed4887f3270493d447f0f97.jpg,23,gloves,6.0,9,2,8,5,plain,False,The large seller-added text at the top of the image detracts from the product and appears unprofessional.
ecommerce118k,da8e4ae820edb1f2b4628c1b5eae8b9b.jpg,23,gloves,8.5,10,10,8,6,plain,False,The product is displayed on a plain white background with three smaller images of different color variations below.
ecommerce118k,966a10570571aa78202898f7f1642367.jpg,23,gloves,7.5,6,10,8,6,plain,False,The product is placed on a wood-grain patterned surface with several other gloves blurred in the background.
ecommerce118k,c80f2c3afae312d2974089dcb6b723c3.jpg,23,gloves,5.25,7,2,8,4,plain,False,The excessive watermarking significantly detracts from the image's professional appearance and purchase appeal.
ecommerce118k,d5c3678600b54879f3c653c675b37538.jpg,23,gloves,5.0,6,2,8,4,plain,False,"The large, distracting watermark significantly reduces purchase confidence."
ecommerce118k,f877ac94ac5b8c2034531b78d298a577.jpg,23,gloves,5.75,10,1,8,4,plain,False,"The image is significantly degraded by large, distracting text overlays."
ecommerce118k,3ba415992d8b7d4f8afebc4d84c3f739.jpg,23,gloves,5.75,8,3,7,5,plain,False,The large text overlay at the bottom of the image detracts from the product and appears unprofessional.
ecommerce118k,54e6ad2047adf4a5f38b12e0239e6dad.jpg,23,gloves,4.0,3,2,7,4,cluttered,True,"The large, distracting watermark and cluttered background significantly reduce the image's commercial appeal."
ecommerce118k,0c11e31b866aff8298097973620d36b5.jpg,23,gloves,6.75,4,10,8,5,cluttered,True,The cluttered background distracts from the product and reduces its visual appeal.
ecommerce118k,1921fb09c8881cfa5804bb1fff813d43.jpg,23,gloves,7.75,6,10,9,6,plain,False,"The product is placed against a textured, mottled grey and white background resembling concrete or stone."
ecommerce118k,dd73a6a54a0efb9d1b393a9064e4075a.jpg,23,gloves,4.0,3,2,7,4,cluttered,True,The large numbered labels and retail packaging create a cluttered and unprofessional presentation.
ecommerce118k,74be35c973dbd6b584434993e39007c2.jpg,23,gloves,3.5,3,2,6,3,cluttered,True,"The image is heavily cluttered with promotional text and packaging, significantly detracting from the product."
ecommerce118k,0a03d1e6e0d694d86ee20c27a0e68d0c.jpg,23,gloves,7.75,8,10,7,6,plain,False,"The product is displayed against a plain white background, with a second row showing a variety of colours hanging on a rack."
ecommerce118k,f643a5cd2327aedcb9619aeae105c954.jpg,23,gloves,7.75,7,10,8,6,plain,False,"The product is displayed on a textured, mottled grey surface, with a second image on a similar surface to the right."
ecommerce118k,489289efff1ff1532d6a3eaa7caee4bd.jpg,23,gloves,7.5,6,10,8,6,plain,False,"The product is displayed against a plain, off-white wall with visible wall texture and a partially visible hanging garment rack."
ecommerce118k,81b5324aa186502704e5722cb2b1fee4.jpg,23,gloves,3.25,3,1,6,3,cluttered,True,"The image is severely hampered by large, distracting text overlays and a poor background."
ecommerce118k,4cb6e7113fc9c34ab8af5ce3e577f0fd.jpg,23,gloves,5.75,10,1,8,4,plain,False,"The image is heavily cluttered with seller-added text and callouts, reducing its commercial appeal."
ecommerce118k,638041b57ad39d34cbe598b2aa1feaf6.jpg,23,gloves,6.75,4,10,7,6,cluttered,True,The cluttered background distracts from the product and reduces its visual impact.
ecommerce118k,ac852060cbdd92618a0b0102e8e16b8b.jpg,23,gloves,8.5,10,10,8,6,plain,False,"The background is a plain, off-white colour."
ecommerce118k,fe69293ab2a0cf5149ff2e4dd78a3f07.jpg,23,gloves,3.5,3,1,7,3,plain,True,The image is heavily cluttered with distracting seller text and watermarks.
ecommerce118k,89f0336e9586402af7e09dbeee664301.jpg,23,gloves,5.25,7,1,8,5,plain,False,"The large, distracting watermark significantly reduces purchase confidence."
ecommerce118k,fcd31c2f5ef5a77583ddfc0b7dedb923.jpg,23,gloves,8.75,10,10,8,7,plain,False,The product is set against a plain white background.
