dataset,filename,description,category_id,category,overall_score,background_cleanliness,text_watermark_score,product_prominence,commercial_appeal,bg_class,needs_bg_replacement,reason
bg60k,1230.png,Men Belt,25,belt,9.0,9,10,9,8,plain,False,"The background is a gradient of grey tones, transitioning from lighter to darker, creating a neutral and slightly textured backdrop."
bg60k,43896.png,bag,25,belt,8.75,9,10,9,7,plain,False,"The product is set against a vertically ribbed, light grey background."
bg60k,56732.png,Men Belt,25,belt,6.0,7,2,9,6,lifestyle,False,The prominent seller text overlay significantly detracts from the image's professional appearance.
bg60k,720.png,Men Belt,25,belt,8.75,9,10,9,7,plain,False,"The product is set against a textured, light brown background with a white surface partially visible on the right."
bg60k,51063.png,Men Belt,25,belt,8.38,10,5,10,8,plain,False,"The background is a gradient of dark grey to black, creating a shadowed effect."
bg60k,36094.png,Men Belt,25,belt,8.75,8,10,9,8,lifestyle,False,The product is presented in a black gift box filled with red crinkled paper.
bg60k,29882.png,Men Belt,25,belt,9.0,9,10,9,8,plain,False,"The background is a dark, blurred gradient, appearing black to dark grey, with subtle highlights suggesting a studio lighting setup."
bg60k,15421.png,Men Belt,25,belt,8.5,8,10,9,7,plain,False,The product is placed on a white surface with a partially visible blue box and a smartphone in the background.
bg60k,59246.png,Men Belt,25,belt,7.75,6,10,8,7,lifestyle,False,The product is presented in a red gift box with gold ribbon and surrounded by Christmas ornaments on a red background.
bg60k,8919.png,Men Belt,25,belt,8.75,9,10,9,7,plain,False,"The background is a slightly textured, light blue surface."
bg60k,45306.png,Men Belt,25,belt,9.25,10,10,9,8,plain,False,"The product is displayed against a solid, vibrant red background."
bg60k,27326.png,Men Belt,25,belt,7.25,4,10,9,6,lifestyle,True,The shredded paper background is distracting and detracts from the product's perceived quality.
bg60k,43684.png,Men Belt,25,belt,7.5,9,5,9,7,plain,False,"The product is placed on a textured, dark grey surface that resembles carbon fiber or a woven material."
bg60k,10182.png,spice rack,25,belt,8.0,6,10,9,7,lifestyle,False,"The product is shown mounted on a white tiled wall, with various cans of soda and a small plant nearby."
bg60k,9999.png,booster belt,25,belt,8.5,7,10,9,8,lifestyle,False,"The product is placed on top of several black weight plates, creating a textured, dark grey background."
bg60k,39003.png,Men Belt,25,belt,6.5,8,2,9,7,plain,False,The prominent branding text overlaid on the product reduces purchase confidence.
bg60k,33370.png,Men Belt,25,belt,9.25,10,10,9,8,plain,False,The product is set against a dark grey gradient background.
bg60k,9200.png,Men Belt,25,belt,8.25,6,10,9,8,lifestyle,False,The background features a red textured surface with blurred gift boxes and shopping bags bearing the brand logo.
bg60k,57401.png,Waist bag or chest bag,25,belt,9.0,9,10,9,8,plain,False,"The product is set against a neutral, textured grey background resembling fabric or paper."
bg60k,61771.png,Men Belt,25,belt,7.75,6,10,8,7,lifestyle,False,"The product is presented in a black gift box filled with red crinkle paper, alongside a pen and tie, set against a blurred background of handwritten text."
bg60k,7574.png,Bluetooth or Wireless Headphones,26,audio,7.75,6,10,8,7,lifestyle,False,The product is placed on a surface next to an open magazine and a smartphone.
bg60k,13413.png,Bluetooth or Wireless Headphones,26,audio,6.0,9,1,8,6,plain,False,"The large, distracting text printed on the charging case significantly reduces the image's professional appeal."
bg60k,36986.png,Bluetooth or Wireless Headphones,26,audio,9.25,10,10,9,8,plain,False,The product is set against a gradient background transitioning from light blue to grey.
bg60k,37890.png,Bluetooth or Wireless Headphones,26,audio,9.0,9,10,9,8,plain,False,"The product rests on a textured, light-brown surface resembling folded paper or fabric."
bg60k,12218.png,Bluetooth or Wireless Headphones,26,audio,9.0,9,10,9,8,plain,False,The product is placed on a reflective surface with a gradient grey background and abstract geometric shapes.
bg60k,40544.png,Bluetooth or Wireless Headphones,26,audio,9.25,10,10,9,8,plain,False,The product is set against a black background with a stylized waveform graphic in white and green.
bg60k,53703.png,wired headphones,26,audio,8.5,9,10,8,7,plain,False,"The product is set against a plain, light grey background with subtle texture resembling fabric or a soft surface."
bg60k,37527.png,HIFI zone,26,audio,9.0,9,10,9,8,plain,False,"The product rests on a reflective, light blue-grey surface with water droplets, suggesting a clean, minimalist studio setting."
bg60k,36344.png,Gaming Headset,26,audio,8.5,7,10,9,8,lifestyle,False,"The product is set against a dark, slightly textured surface with a blurred laptop in the background."
bg60k,36322.png,Gaming Headset,26,audio,8.5,7,10,9,8,lifestyle,False,"The background features a blurred, futuristic cityscape with neon lights in shades of blue and purple."
bg60k,62585.png,KTV audio,26,audio,7.75,7,8,9,7,lifestyle,False,"The product is set against a softly blurred, neutral-toned interior scene with a chair and a hint of a room corner visible."
bg60k,38113.png,Bluetooth or Wireless Headphones,26,audio,9.0,9,10,9,8,plain,False,The background is a dark grey gradient with blue and purple light streaks emanating from the charging case.
bg60k,58413.png,Bluetooth or Wireless Headphones,26,audio,8.25,6,10,9,8,lifestyle,False,"The product is set against a dark, textured background with stylized lightning bolt graphics."
bg60k,38557.png,Speakers or Audio,26,audio,5.5,3,8,7,4,cluttered,True,The distracting and busy background detracts from the product and reduces its visual appeal.
bg60k,31421.png,Bluetooth or Wireless Headphones,26,audio,9.25,10,10,9,8,plain,False,"The product is set against a soft, gradient peach-coloured background."
bg60k,55690.png,Speakers or Audio,26,audio,7.75,6,10,8,7,lifestyle,False,"The product is placed on top of books and magazines with a palm leaf visible in the lower left corner, all illuminated by a purple light source."
bg60k,32988.png,SLR camera,26,audio,9.0,9,10,9,8,plain,False,"The background is a gradient of dark grey and black with blurred, abstract shapes."
bg60k,10448.png,Speakers or Audio,26,audio,7.0,9,5,8,6,plain,False,The product is set against a gradient grey background that fades from light to dark.
bg60k,29277.png,radio,26,audio,8.75,8,10,9,8,lifestyle,False,"The background is a gradient of concentric circles emanating from behind the radio, with a blurred sofa visible in the lower right corner."
bg60k,61685.png,amplifier,26,audio,8.75,9,10,9,7,plain,False,The product is set against a gradient white background with a subtle circuit board pattern overlay.
bg60k,25107.png,Bluetooth or Wireless Headphones,26,audio,6.75,4,10,8,6,lifestyle,True,The busy and distracting background detracts from the product and reduces its visual impact.
bg60k,25365.png,professional audio,26,audio,8.25,9,10,8,6,plain,False,"The product is placed on a textured, light grey surface resembling fabric or a ribbed material."
bg60k,6525.png,flat screen tv,26,audio,9.0,8,10,9,9,lifestyle,False,"The product is displayed against a dark wood-grain wall and a low, modern entertainment center in a staged living room setting."
bg60k,26700.png,flat screen tv,26,audio,8.5,7,10,9,8,lifestyle,False,"The background features a dark, abstract scene resembling ocean waves and a starry night sky."
bg60k,16838.png,Bluetooth or Wireless Headphones,26,audio,8.75,8,10,9,8,plain,False,The product is displayed on a dark grey honeycomb patterned surface with reflective highlights.
bg60k,43719.png,flat screen tv,26,audio,8.5,7,10,9,8,lifestyle,False,"The product is displayed in a softly blurred, modern living room setting with a grey rug, a white cabinet, and a side table."
bg60k,16739.png,Bluetooth or Wireless Headphones,26,audio,8.5,7,10,9,8,lifestyle,False,"The background is a blurred gradient of blue and green, suggesting an outdoor or natural setting."
bg60k,11870.png,Player or DVD,26,audio,8.5,8,10,9,7,plain,False,The product is placed on a solid orange surface with blurred CD cases and album art visible in the background.
bg60k,43392.png,Speakers or Audio,26,audio,8.75,10,10,9,7,plain,False,"The product is set against a solid, muted peach-colored background."
bg60k,47040.png,Bluetooth or Wireless Headphones,26,audio,8.75,8,10,9,8,plain,False,"The product is placed on a wrinkled, grey fabric surface, creating a textured backdrop."
bg60k,47147.png,Speakers or Audio,26,audio,7.75,7,10,8,7,lifestyle,False,The product is placed on a white shelf in front of a blurred window view.
bg60k,57821.png,MP3 or MP4,26,audio,9.25,10,10,9,8,plain,False,"The background is a smooth, gradient grey surface."
bg60k,28773.png,Bluetooth or Wireless Headphones,26,audio,8.5,9,10,8,7,plain,False,"The background is a very light, off-white with abstract, blurred shapes resembling sound waves or smoke."
bg60k,34805.png,flat screen tv,26,audio,6.75,9,2,9,7,plain,False,"The large, intrusive text overlay significantly detracts from the image's professional appearance."
bg60k,42822.png,Speakers or Audio,26,audio,8.5,7,10,9,8,lifestyle,False,"The background features abstract, swirling lines and shapes in shades of orange and black, creating a dynamic and futuristic effect."
bg60k,31373.png,Bluetooth or Wireless Headphones,26,audio,8.75,8,10,9,8,lifestyle,False,"The product is presented against a dark red, textured background resembling volcanic rock or a similar rough surface."
bg60k,59576.png,Cable,26,audio,9.0,9,10,9,8,plain,False,The product is set against a gradient blue background with a circuit board pattern overlay.
bg60k,62660.png,Cable,26,audio,8.5,9,10,8,7,plain,False,"The product is set on a clean, light grey surface with a blurred, abstract blue gradient background."
bg60k,34605.png,Bluetooth or Wireless Headphones,26,audio,9.0,9,10,9,8,plain,False,The product is set against a dark grey textured background resembling fabric or a stylized surface.
bg60k,10381.png,Bluetooth or Wireless Headphones,26,audio,9.0,9,10,9,8,plain,False,The background is a gradient of grey with simulated water droplets scattered throughout.
bg60k,15611.png,Speakers or Audio,26,audio,9.25,10,10,9,8,plain,False,The product is set against a gradient grey background that fades from dark to light.
bg60k,4088.png,microphone,26,audio,9.0,9,10,9,8,plain,False,The product is set against a dark grey gradient background with subtle texture resembling concrete or stone.
bg60k,11314.png,Bluetooth or Wireless Headphones,26,audio,8.5,9,10,8,7,plain,False,"The product is set against a soft, gradient pink background with a subtle textured cone shape."
bg60k,15114.png,Conference audio and video,26,audio,8.75,9,10,9,7,plain,False,The product is set against a gradient blue background with subtle lighting effects.
bg60k,61827.png,Speakers or Audio,26,audio,9.0,9,10,9,8,plain,False,"The product is set against a gradient background transitioning from yellow to pink, with a white surface beneath it."
bg60k,9014.png,Gaming Headset,26,audio,8.5,7,10,9,8,lifestyle,False,The product is displayed against a blurred background featuring a gaming scene on a monitor and illuminated keyboard.
bg60k,59862.png,Speakers or Audio,26,audio,8.0,6,10,9,7,lifestyle,False,The product is placed on a wooden surface with a blurred interior background featuring a doorframe and wall.
bg60k,6642.png,Speakers or Audio,26,audio,9.0,9,10,9,8,plain,False,The background is a dark gradient with abstract glowing blue circular and linear light effects.
bg60k,61941.png,professional audio,26,audio,8.25,8,9,9,7,plain,False,The product is set against a gradient background transitioning from a light beige to a pale blue with white stripes at the bottom.
bg60k,12591.png,Bluetooth or Wireless Headphones,26,audio,9.0,9,10,9,8,plain,False,"The product is set against a softly textured, gradient beige background with vertical lines creating a subtle panel effect."
bg60k,54159.png,Speakers or Audio,26,audio,8.5,8,10,9,7,plain,False,The product is set against a gradient grey background with blurred vertical light streaks.
bg60k,40640.png,Recording pen,26,audio,9.0,9,10,9,8,plain,False,The product is set against a dark blue gradient background with concentric circular light blue lines emanating from behind it.
bg60k,43826.png,Bluetooth or Wireless Headphones,26,audio,9.25,10,10,9,8,plain,False,"The background is a gradient of light grey to white, creating a soft and neutral backdrop."
bg60k,14461.png,Speakers or Audio,26,audio,9.25,10,10,9,8,plain,False,The product is set against a dark grey gradient background with subtle lighting effects.
bg60k,35016.png,flat screen tv,26,audio,8.5,8,10,9,7,lifestyle,False,The product is displayed against a light beige wall with soft shadow effects suggesting natural lighting.
bg60k,55442.png,professional audio,26,audio,7.25,4,10,8,7,lifestyle,True,The busy and distracting background detracts from the product and feels overly staged.
bg60k,39271.png,Bluetooth or Wireless Headphones,26,audio,8.5,9,10,8,7,plain,False,"The background is a gradient of dark grey to black, with subtle light flares and a blurred smartphone screen visible."
bg60k,57000.png,Cable,26,audio,7.75,9,5,9,8,plain,False,The background is a gradient of blue tones with circular motion blur effects.
bg60k,32192.png,Bluetooth or Wireless Headphones,26,audio,8.75,10,10,9,7,plain,False,"The product is set against a solid, light peach-coloured background."
bg60k,2071.png,Repeater,26,audio,8.5,8,10,9,7,plain,False,The product is displayed against a blurred gradient background of purple and blue hues.
bg60k,36950.png,Bluetooth or Wireless Headphones,26,audio,8.75,9,10,8,8,plain,False,"The product is set against a dark, gradient grey background with subtle reflections."
bg60k,10447.png,Other auxiliary equipment,26,audio,8.75,10,10,8,7,plain,False,The product is set against a completely white background.
bg60k,23356.png,Headphone accessories,26,audio,8.75,10,10,9,7,plain,False,"The product is set against a plain, off-white background with subtle shadow effects."
bg60k,47094.png,animal stuffed doll,27,toy cars,8.0,6,10,9,7,lifestyle,False,The plushies are positioned in front of a window with blurred outdoor scenery visible.
bg60k,5803.png,Gundam or deformed model,27,toy cars,8.5,9,6,10,9,plain,False,"The background is a gradient of dark grey and black with subtle, blurred shapes resembling smoke or energy effects."
bg60k,38215.png,Building Blocks,27,toy cars,8.0,7,8,9,8,lifestyle,False,The product is set against a gradient purple background with a checkered floor and floating decorative elements.
bg60k,34697.png,Twist car,27,toy cars,8.5,7,10,9,8,lifestyle,False,The product is set on a light green platform with abstract green shapes and floating musical notes in the background.
bg60k,44172.png,Three-dimensional splicing,27,toy cars,9.25,10,10,9,8,plain,False,"The product is set against a smooth, gradient grey background."
bg60k,12280.png,children electric car,27,toy cars,4.75,4,2,8,5,cluttered,True,The distracting background elements and prominent watermarks detract from the product and reduce its commercial appeal.
bg60k,43905.png,Trend blind box,27,toy cars,9.0,9,10,9,8,lifestyle,False,"The background is a soft, blurred gradient of pastel blues, pinks, and purples, resembling clouds or a dreamlike sky."
bg60k,3111.png,Play sand toys,27,toy cars,7.5,6,10,8,6,lifestyle,False,The product is sitting on a surface of light brown sand.
bg60k,20227.png,remote control airplane,27,toy cars,7.75,7,10,8,7,lifestyle,False,"The background features a blurred, rocky landscape with a gradient sky transitioning from orange to purple."
bg60k,12217.png,Cartoon peripherals,27,toy cars,8.0,6,10,9,7,lifestyle,False,"The product is set against a blurred, digitally-created background of snowflakes and a faint, ghostly figure."
bg60k,40903.png,Hand puppet or comfort doll,27,toy cars,6.25,9,2,8,6,plain,false,"The image is significantly marred by large, distracting seller-added text overlays."
bg60k,8278.png,Play house toys,27,toy cars,7.25,7,5,9,8,lifestyle,False,"The product is set against a draped, peach-coloured fabric background with some blurred books and accessories visible."
bg60k,37536.png,Trend blind box,27,toy cars,8.5,7,10,9,8,lifestyle,False,"The background is a blurred autumnal scene with orange and yellow foliage, suggesting a park or garden setting."
bg60k,17088.png,kids stickers,27,toy cars,7.75,6,10,8,7,lifestyle,False,The product is displayed on a light blue and pink checkered surface with additional stationery items scattered around.
bg60k,28454.png,baby cart,27,toy cars,9.0,9,10,9,8,plain,False,The product is set against a gradient grey background that fades from light to dark.
bg60k,42932.png,creative toys,27,toy cars,7.5,6,10,8,6,lifestyle,False,The bananas are placed on a wooden surface with chair legs and a patterned rug visible in the background.
bg60k,45483.png,animal stuffed doll,27,toy cars,9.25,10,10,9,8,plain,False,"The background is a soft, gradient lavender colour."
bg60k,33257.png,Building Blocks,27,toy cars,8.0,6,10,9,7,lifestyle,False,The product is set against a draped blue fabric backdrop with scattered white star-shaped confetti and bokeh lights.
bg60k,47440.png,road vehicles,27,toy cars,9.25,10,10,9,8,plain,False,"The background is a gradient of dark grey tones with subtle light flares, creating a studio-like effect."
bg60k,7935.png,stress relief toys,27,toy cars,8.75,10,10,9,7,plain,False,"The product is set against a solid, pale yellow background."
bg60k,8025.png,baby cart,27,toy cars,9.0,9,10,9,8,lifestyle,False,"The background consists of abstract, flowing shapes in neutral beige and white tones, resembling sand dunes or fabric drapes."
bg60k,58135.png,wheel hub,27,toy cars,6.75,4,10,8,5,cluttered,True,The cardboard box background is distracting and detracts from the product's presentation.
bg60k,8502.png,Hand puppet or comfort doll,27,toy cars,9.25,10,10,9,8,plain,False,The product is presented on a plain white background with a subtle gradient shadow beneath it.
bg60k,33417.png,cruiser,27,toy cars,6.25,3,10,8,6,cluttered,True,The cluttered and distracting background detracts from the product and reduces its commercial appeal.
bg60k,34870.png,balance car,27,toy cars,6.0,6,3,9,6,lifestyle,False,The product is placed on a wooden floor with a blurred grey sofa visible in the background.
bg60k,23066.png,stress relief toys,27,toy cars,9.25,10,10,9,8,plain,False,"The product is set against a solid, bright orange background."
bg60k,29758.png,Trend blind box,27,toy cars,8.5,7,10,9,8,lifestyle,False,"The background is a softly blurred, pink-toned room with draped fabric and hints of cake displays."
bg60k,6253.png,baby cart,27,toy cars,9.25,10,10,9,8,plain,False,"The product is set against a gradient blue background, transitioning from lighter to darker shades."
bg60k,25240.png,road vehicles,27,toy cars,8.25,7,10,9,7,lifestyle,False,The bicycle is positioned on a patch of green grass with a brick wall visible in the background.
bg60k,35815.png,car model,27,toy cars,5.75,7,2,8,6,plain,False,The large text overlay significantly detracts from the product's presentation and reduces purchase confidence.
bg60k,27232.png,Pull back toys,27,toy cars,8.25,8,10,7,8,lifestyle,False,The products are arranged on a series of pastel-colored cylindrical platforms against a gradient background of peach and light pink.
bg60k,1091.png,animal stuffed doll,27,toy cars,5.75,6,2,9,6,lifestyle,True,The image is significantly detracted by the large text overlay and decorative elements.
bg60k,23879.png,Building Blocks,27,toy cars,7.75,6,10,8,7,lifestyle,False,"The product is placed on a wooden table in what appears to be a cafe or home office setting, with blurred bookshelves and other objects in the background."
bg60k,36347.png,puzzle,27,toy cars,8.5,8,10,9,7,plain,False,The product is set against a gradient purple background with a cartoon illustration of a landscape.
bg60k,37854.png,Complete vehicle,27,toy cars,4.25,2,10,7,4,cluttered,True,The cluttered outdoor background distracts from the product and reduces its commercial appeal.
bg60k,26811.png,stress relief toys,27,toy cars,9.0,9,10,9,8,plain,False,"The background is a gradient of dark grey to black with bright streaks of light, resembling a futuristic or digital effect."
bg60k,54890.png,Cartoon peripherals,27,toy cars,9.0,9,10,9,8,plain,False,The product is set against a gradient grey background with subtle shadowing effects.
bg60k,37968.png,Hand puppet or comfort doll,27,toy cars,9.25,10,10,9,8,plain,False,The product is set against a plain white background with a subtle gradient shadow.
bg60k,10844.png,Cartoon peripherals,27,toy cars,4.25,3,4,6,4,cluttered,True,The cluttered background distracts from the product and reduces its visual impact.
bg60k,42237.png,Building Blocks,27,toy cars,9.25,10,10,9,8,plain,False,The product is set against a dark grey gradient background.
bg60k,6377.png,stress relief toys,27,toy cars,9.0,9,10,9,8,plain,False,"The product is set on a light beige surface with a blurred, out-of-focus light source and wooden element in the background."
bg60k,27688.png,Trend blind box,27,toy cars,8.75,10,10,9,7,plain,False,The product is set against a very pale beige or cream-coloured seamless background.
bg60k,46003.png,stress relief toys,27,toy cars,8.75,9,10,9,7,plain,False,"The product is set against a gradient yellow background, transitioning from a lighter shade at the top to a darker shade at the bottom."
bg60k,26228.png,animal stuffed doll,27,toy cars,7.5,6,10,8,6,lifestyle,False,"The product is resting on a grey textured fabric surface, resembling a sofa or cushion."
bg60k,24784.png,remote control car,27,toy cars,6.25,4,10,8,6,cluttered,True,The cluttered concrete background distracts from the product and reduces its visual appeal.
bg60k,28543.png,Cartoon peripherals,27,toy cars,8.75,8,10,9,8,lifestyle,False,The product is set against a soft pastel purple background with blurred shapes resembling ice cream cones and other sweets.
bg60k,54332.png,baby cart,27,toy cars,8.5,8,10,9,7,lifestyle,False,"The product is displayed against an abstract background featuring geometric shapes in shades of orange, blue, and white, with stylized plant elements."
bg60k,45535.png,children electric car,27,toy cars,7.75,5,10,9,7,lifestyle,False,The product is photographed on a city street with buildings and trees visible in the background.
bg60k,9477.png,baby cart,27,toy cars,8.5,8,10,9,7,plain,False,The product is set against a gradient pink background with geometric shapes.
bg60k,21032.png,baby cart,27,toy cars,8.5,9,10,8,7,plain,False,"The background is a dark, gradient grey to black, with a subtle texture resembling carbon fiber."
bg60k,28796.png,Hand puppet or comfort doll,27,toy cars,8.5,9,8,9,8,plain,False,The products are displayed on a solid light green background with a textured white fabric draped in the upper left corner.
bg60k,12238.png,Vehicle bed,27,toy cars,6.75,4,10,8,6,lifestyle,True,The cluttered car interior background distracts from the product and doesn't provide a clean presentation.
bg60k,18653.png,car model,27,toy cars,9.25,10,10,9,8,plain,False,"The product is set against a smooth, gradient grey background."
bg60k,18910.png,Trend blind box,27,toy cars,9.0,9,10,9,8,plain,False,"The product is set against a softly blurred, gradient blue and white background resembling a cloudy sky or textured paper."
bg60k,4100.png,children electric car,27,toy cars,6.25,3,10,8,6,cluttered,True,The cluttered and distracting asphalt background detracts from the product's presentation.
bg60k,62271.png,animal stuffed doll,27,toy cars,8.25,7,10,9,7,lifestyle,False,"The product is placed on a grey surface with a yellow border, and a light grey cushioned backdrop is visible."
bg60k,28572.png,toddler learning toy,27,toy cars,8.5,8,10,9,7,plain,False,"The product is placed on a light-coloured wooden floor with a blurred, neutral-toned wall in the background."
bg60k,52960.png,early childhood psychology,27,toy cars,7.75,7,10,8,6,plain,False,"The product is placed on a white surface with a slight shadow, and several identical books are arranged behind it, creating a repetitive background."
bg60k,36556.png,remote control car,27,toy cars,8.25,6,10,9,8,lifestyle,False,The product is shown against a blurred cityscape and racetrack background.
bg60k,17495.png,balance car,27,toy cars,8.75,10,10,9,7,plain,False,The product is set against a gradient grey background with subtle light flares.
bg60k,46112.png,stress relief toys,27,toy cars,8.25,7,10,9,7,lifestyle,False,The product is placed on a light peach-colored surface with blurred green foliage and a wooden disc visible in the background.
bg60k,2894.png,Inertia or gliding toys,27,toy cars,6.0,9,1,8,6,plain,False,"The image is heavily overlaid with Chinese text and branding, significantly reducing its commercial appeal."
bg60k,23667.png,Complex machine,27,toy cars,8.5,8,10,9,7,lifestyle,False,The product is placed on a light peach-colored pedestal against a gradient blue and peach background.
bg60k,33742.png,Men jackets,28,jacket,8.75,10,10,9,7,plain,False,"The product is displayed against a seamless, bright white background."
bg60k,18236.png,coat rack,28,jacket,9.0,9,10,9,8,plain,False,"The product is set against a plain grey wall and floor, with a small potted plant visible in the lower right corner."
bg60k,58472.png,waterproof coating,28,jacket,8.5,8,10,9,7,plain,False,The product is set against a gradient blue background with numerous transparent water droplet effects.
bg60k,10776.png,Overcoat,28,jacket,8.75,10,10,8,7,plain,False,"The product is displayed on a plain, light grey background."
bg60k,61999.png,suit,28,jacket,8.75,10,10,9,7,plain,False,"The product is displayed against a solid, light grey gradient background."
bg60k,50602.png,coat rack,28,jacket,7.75,6,10,8,7,lifestyle,False,"The product is staged in a room with a window, wall art, a bedside table, a pillow, and a bed, creating a lifestyle setting."
bg60k,36501.png,coat rack,28,jacket,8.5,8,10,9,7,plain,False,The product is set against a plain off-white wall with a portion of a beige curtain visible on the left side.
bg60k,18497.png,mainland animation,28,jacket,6.25,3,10,7,5,cluttered,True,The cluttered background distracts from the product and reduces its visual impact.
bg60k,8385.png,Men jackets,28,jacket,8.5,9,10,8,7,plain,False,The product is set against a gradient white to light grey background with a subtle shadow effect.
bg60k,1834.png,Men jackets,28,jacket,8.75,10,10,9,7,plain,False,"The background is a gradient of light grey tones, creating a soft, studio-like effect."
bg60k,13829.png,Men jackets,28,jacket,8.5,9,10,8,7,plain,False,The product is displayed against a dark grey gradient background.
bg60k,43125.png,Men jackets,28,jacket,7.5,6,10,8,6,lifestyle,False,The product is set against a digitally created background of a blue gradient sky and ocean with abstract light flares.
bg60k,24951.png,fishing umbrella,28,jacket,8.5,8,10,9,7,plain,False,The product is set against a gradient background of pink and blue abstract shapes.
bg60k,12302.png,Men jackets,28,jacket,8.5,8,10,9,7,plain,False,"The product is displayed against a textured, off-white fluffy background resembling faux fur."
bg60k,22771.png,Men jackets,28,jacket,8.5,9,10,8,7,plain,False,"The background is a gradient grey, appearing to be a studio setup."
bg60k,4769.png,Offal,28,jacket,8.0,6,10,9,7,lifestyle,False,The product is presented on a dark wooden tray with scattered spices around it.
bg60k,11543.png,men down jacket,28,jacket,9.25,10,10,9,8,plain,False,"The product is displayed against a smooth, gradient grey background."
bg60k,9930.png,Down jacket or cotton jacket,28,jacket,8.75,10,10,9,7,plain,False,"The product is displayed against a seamless, off-white background."
bg60k,52187.png,Basic base layer,28,jacket,8.75,10,10,9,7,plain,False,The product is set against a gradient blue background that fades from lighter to darker.
bg60k,41455.png,Men jackets,28,jacket,8.75,10,10,9,7,plain,False,"The product is set against a seamless, light grey background."
bg60k,30393.png,mainland animation,28,jacket,4.0,2,3,7,4,cluttered,True,The extremely cluttered background distracts from the product and reduces its commercial appeal.
bg60k,40414.png,Men jackets,28,jacket,9.0,9,10,9,8,plain,False,The product is displayed against a gradient grey background with angled white light streaks.
bg60k,38131.png,Basic base layer,28,jacket,8.5,9,10,8,7,plain,False,The product is displayed on a gradient grey background that fades to white.
bg60k,10540.png,coat rack,28,jacket,8.75,8,10,9,8,lifestyle,False,"The product is set against a wall with vertical wood panelling and a neutral-toned floor, creating a modern interior setting."
bg60k,17633.png,Men jackets,28,jacket,9.25,10,10,9,8,plain,False,"The background is a gradient of dark grey to black, creating a shadowed effect."
bg60k,14608.png,Men jackets,28,jacket,7.75,10,5,9,7,plain,False,The product is displayed against a plain white background.
bg60k,8282.png,coat rack,28,jacket,6.5,7,3,9,7,lifestyle,False,"The product is set against a textured grey wall with vertical lines and a draped curtain on the left, and a plant and wall paneling on the right."
bg60k,49442.png,Men jackets,28,jacket,6.75,4,8,9,6,cluttered,True,The cluttered background distracts from the product and reduces its visual impact.
bg60k,9087.png,canvas bag or bag,28,jacket,8.5,9,10,8,7,plain,False,"The product is displayed against a slightly textured, off-white surface that appears to be a tabletop or studio backdrop."
bg60k,36531.png,Men jackets,28,jacket,8.75,10,10,9,7,plain,False,"The background is a gradient of light grey to white, creating a seamless and neutral backdrop."
bg60k,58470.png,Jackets,28,jacket,8.75,10,10,8,7,plain,False,The product is displayed against a plain white background with subtle shadow effects to create depth.
bg60k,13695.png,Men jackets,28,jacket,6.25,4,10,8,6,cluttered,True,The cluttered background distracts from the product and reduces its visual impact.
bg60k,13334.png,Men jackets,28,jacket,6.25,3,10,8,6,cluttered,True,The cluttered background distracts from the jacket and reduces its visual impact.
bg60k,52611.png,waterproof coating,28,jacket,7.75,7,10,8,6,plain,False,The product is placed on a white tiled surface with a wooden frame around it.
bg60k,5035.png,waterproof coating,28,jacket,8.75,10,10,9,7,plain,False,The product is set against a completely plain white background.
bg60k,22802.png,Down jacket or cotton jacket,28,jacket,9.25,10,10,9,8,plain,False,"The product is set against a plain, light grey background with a subtle shadow underneath."
bg60k,39328.png,canvas bag or bag,28,jacket,8.5,9,10,8,7,plain,False,"The product is set against a blurred, neutral grey background."
bg60k,14610.png,Men jackets,28,jacket,9.25,10,10,9,8,plain,False,"The product is displayed against a seamless, light grey background."
bg60k,10541.png,coat rack,28,jacket,8.25,8,10,7,8,lifestyle,False,"The product is displayed against a neutral, textured wall and a wooden clothing rack, with hints of greenery in the corners."
bg60k,41143.png,Men jackets,28,jacket,7.75,7,10,8,6,plain,False,"The product is displayed against a backdrop of what appears to be faux fur or fluffy material, with a dark void below."
bg60k,14609.png,Men jackets,28,jacket,9.25,10,10,9,8,plain,False,"The product is displayed against a seamless, light grey background."
bg60k,6361.png,Men jackets,28,jacket,8.75,9,10,9,7,plain,False,The product is set against a gradient grey background with bright white angled lines.
bg60k,32465.png,fishing umbrella,28,jacket,8.25,7,10,9,7,plain,False,The product is set against a light beige background with a repeating concentric circle pattern.
bg60k,12896.png,Men jackets,28,jacket,8.5,8,10,9,7,plain,False,The background is a gradient of light blue resembling a sky.
bg60k,11047.png,Men jackets,28,jacket,9.0,9,10,9,8,plain,False,The product is set against a gradient grey background with white linear light accents.
bg60k,49441.png,Men jackets,28,jacket,6.25,3,10,8,6,cluttered,True,The cluttered background distracts from the product and reduces its visual impact.
bg60k,11867.png,Men jackets,28,jacket,8.75,10,10,9,7,plain,False,"The product is set against a smooth, gradient grey background."
bg60k,32268.png,Men jackets,28,jacket,7.75,7,10,8,6,plain,False,"The product is laid on a textured, dark grey surface with some white fluffy material visible in the upper left corner."
bg60k,10538.png,coat rack,28,jacket,8.25,7,10,8,8,lifestyle,False,"The product is set in a modern interior with wood paneling, a mirror, and some plants, creating a lifestyle setting."
bg60k,11685.png,Basic base layer,28,jacket,8.25,7,10,9,7,lifestyle,False,The product is set against a gradient blue and white cloud background.
